 AP   F1   A2   A3   A4   A5   A6   AB  TILT  T0   AV   F2   F3   F4   FZ   B1   B2   B3   B4   PH   DU   DP  OPENQ FNP  FNF  GNF GSPD
   0  652    0    0    0    0    0    0    2  335   64 1377 2636 3300  351   84  386  362  200    7   27    0   50  290  794    0    3 
   0  693    0    0    0    0    0    0    2  336   64 1397 2633 3300  345   88  338  318  200    7   27    0   50  290  770    0    3 
   0  685    0    0    0    0    0    0    2  336   64 1417 2630 3300  339   93  291  274  200    7   27    0   50  290  746    0    3 
   0  677    0    0    0    0    0    0    2  336   64 1437 2626 3300  332   98  243  230  200    7   27    0   50  290  718    0    3 
   0  669    0    0    0    0    0    0    2  336   64 1456 2623 3300  326  103  195  230  200    7   27    0   50  290  694    0    3 
   0  661    0    0    0    0    0    0    2  336   64 1476 2619 3300  320  107  147  230  200    7   27    0   50  290  670    0    2 
   0  653    0    0    0    0    0    0    2  336   64 1496 2616 3300  314  112  100  230  200    7   27    0   50  290  646    0    2 
   0  645    0    0    0    0    0    0    2  335   64 1516 2608 3300  308  110  100  230  200    7   27    0   50  290  622    0    2 
   0  638    0    0    0    0    0    0    2  335   64 1535 2601 3300  302  107  100  230  200    7   27    0   50  290  598    0    2 
   0  630    0    0    0    0    0    0    2  334   64 1558 2593 3300  296  105  100  230  200    7   27    0   50  290  574    0    2 
   0  622    0    0    0    0    0    0    2  334   64 1581 2585 3300  290  102  100  230  200    7   27    0   50  290  550    0    2 
   0  614    0    0    0    0    0    0    2  333   64 1604 2577 3300  290  100  100  230  200    7   27    0   50  290  550    0    2 
   0  606    0    0    0    0    0    0    2  332   64 1626 2570 3300  290   97  100  230  200    7   27    0   50  290  550    0    2 
   0  598    0    0    0    0    0    0    2  332   64 1649 2562 3300  290   95  100  230  200    7   27    0   50  290  550    0    2 
   0  590    0    0    0    0    0    0    2  331   64 1672 2554 3300  290   92  100  230  200    7   27    0   50  290  550    0    2 
   0  582    0    0    0    0    0    0    2  330   64 1695 2546 3300  290   90  100  230  200    7   27    0   50  290  550    0    2 
   0  575    0    0    0    0    0    0    2  330   64 1717 2539 3300  290   87  100  230  200    7   27    0   50  290  550    0    2 
   0  567    0    0    0    0    0    0    2  346   64 1740 2531 3300  290   85  100  230  200    7   27    0   50  290  550    0    2 
   0  559    0    0    0    0    0    0    2  369   64 1763 2551 3300  290   82  100  230  200    7   27    0   50  290  550    0    2 
   0  551    0    0    0    0    0    0    2  395   63 1786 2571 3300  290   83  100  225  200    7   27    0   50  290  550    0    2 
   0  543    0    0    0    0    0    0    2  425   62 1704 2591 3300  290   84  100  220  200   52    8    0   50  290  550    0    2 
   0  534    0    0    0    0    0    0    2  461   61 1623 2611 3300  290   85  100  215  200   52    8    0   50  290  550    0    2 
   0  526    0    0    0    0    0    0    2  504   60 1541 2631 3300  290   87  100  210  200   52    8    0   50  290  550    0    2 
   0  517    0    0    0    0    0    0    2  556   59 1460 2651 3300  290   88  100  205  200   52    8    0   50  290  550    0    2 
   0  496    0    0    0    0    0    0   40  621    0 1404 2659 3305  290   86  100  199  200   52    8    0   50  290  550    0    2 
   0  469    0    0    0    0    0    0   40  563    0 1379 2672 3313  290   90  100  194  200   52    8    0   50  290  550    0    2 
   0  443    0    0    0    0    0    0   40  516    0 1354 2685 3322  290   94  100  189  200   52    8    0   50  290  550    0    2 
   0  416    0    0    0    0    0    0   40  475    0 1329 2699 3330  290   95   97  180  200   52    8    0   50  290  550    0    2 
   0  390    0    0    0    0    0    0   40  441    0 1305 2712 3339  290   95   94  171  200   27    5    0   50  290  550    0    2 
   0  364    0    0    0    0    0    0   40  411    0 1280 2725 3347  290   96   91  162  200   27    5    0   50  290  550    0    2 
   0  337    0    0    0    0    0    0   40  385    0 1255 2739 3356  290   96   88  153  200   27    5    0   50  290  550    0    2 
   0  311    0    0    0    0    0    0   40  584    0 1230 2752 3364  290   93   85  148  200   27    5    0   50  290  550    0    2 
   0  308    0    0   41    0    0    0   10  653   26 1175 2821 3398  290   89   81  144  200   27    5   22   50  290  550    0    2 
   0  313    0    0   27    0    0    0   10  588   36 1151 2835 3404  290   84   81  153  200    1   17   14   50  290  550    0    2 
   0  318    0    0   13    0    0    0    9  533   46 1127 2849 3410  290   79   81  162  200    1   17    6   50  290  550    0    2 
   0  322    0    0    0    0    0    0    8  487   61 1103 2863 3416  290   74   81  171  200    1   17    0   50  290  550    0    2 
   0  328    0    0    0    0    0    0    7  344   64 1196 2833 3407  290   69   81  180  200    1   17    0   50  290  550    0    2 
   0  413    0    0    0    0    0    0    6  344   64 1232 2802 3398  290   64   82  189  200    1   17    0   50  290  550    0    2 
   0  403    0    0    0    0    0    0    5  344   64 1309 2764 3386  290   63   85  201  200    1   17    0   50  290  550    0    2 
   0  392    0    0    0    0    0    0    4  344   64 1386 2738 3373  290   63   88  213  200    1   17    0   50  290  550    0    2 
   0  380    0    0    0    0    0    0    3  344   64 1463 2711 3360  290   62   91  224  200    1   17    0   50  290  550    0    2 
   0  368    0    0    0    0    0    0    2  344   64 1540 2684 3346  290   61   94  236  200    1   17    0   50  290  550    0    2 
   0  356    0    0    0    0    0    0    2  344   64 1617 2658 3333  290   60   97  248  200    1   17    0   50  290  550    0    2 
   0  345    0    0    0    0    0    0    2  344   64 1694 2631 3320  290   60  100  260  200    1   17    0   50  290  550    0    2 
   0  333    0    0    0    0    0    0    2  344   64 1771 2605 3307  290   60  100  260  200    1   17    0   50  290  550    0    2 
   0  331    0    0    0    0    0    0    2  344   64 1761 2616 3306  290   60  100  260  200    1   17    0   50  290  550    0    2 
   0  330    0    0    0    0    0    0    2  344   64 1751 2627 3306  290   60  100  260  200    1   17    0   50  290  550    0    2 
   0  328    0    0    0    0    0    0    2  344   64 1741 2638 3305  290   60  100  260  200    1   17    0   50  290  550    0    2 
   0  326    0    0    0    0    0    0    2  345   64 1731 2590 3304  290   60  100  260  200    1   17    0   50  290  550    0    2 
   0  325    0    0    0    0    0    0    2  345   64 1721 2542 3303  290   62   98  249  200    1   17    0   50  290  550    0    2 
   0  323    0    0    0    0    0    0    2  346   64 1711 2494 3303  290   64   96  238  200   46   12    0   50  290  550    0    2 
   0  321    0    0    0    0    0    0    2  347   64 1737 2447 3302  290   67   94  227  200   46   12    0   50  290  550    0    2 
   0  325    0    0    0    0    0    0    2  348   64 1763 2399 3301  290   69   93  216  200   46   12    0   50  290  550    0    2 
   0  329    0    0    0    0    0    0    2  350   64 1789 2351 3300  290   71   91  205  200   46   12    0   50  290  550    0    2 
   0  333    0    0    0    0    0    0   40  352    0 1815 2304 3300  290   75   89  194  200   46   12    0   50  290  550    0    2 
   0  348    0    0    0    0    0    0   40  353    0 1748 2313 3300  290   77   88  183  200   46   12    0   50  290  550    0    2 
   0  362    0    0    0    0    0    0   40  354    0 1681 2323 3300  290   80   86  173  200   46   12    0   50  290  550    0    2 
   0  377    0    0    0    0    0    0   40  356    0 1624 2333 3300  290   82   84  162  200   46   12    0   50  290  550    0    2 
   0  392    0    0    0    0    0    0   40  358    0 1568 2343 3300  290   85   83  151  200   46   12    0   50  290  550    0    2 
   0  406    0    0    0    0    0    0   40  359    0 1511 2352 3300  290   87   81  140  200   46   12    0   50  290  550    0    2 
   0  421    0    0    0    0    0    0   40  360    0 1454 2362 3300  290   90   80  130  200   46   12    0   50  290  550    0    2 
   0  435    0    0    0    0    0    0   40  361    0 1397 2372 3300  290   93   81  138  200   46   12    0   50  290  550    0    2 
   0  450    0    0    0    0    0    0   40  361    0 1341 2382 3300  290   96   83  146  200    7   18    0   50  290  550    0    2 
   0  465    0    0    0    0    0    0   40  362    0 1284 2391 3300  290   99   84  154  200    7   18    0   50  290  550    0    2 
   0  479    0    0    0    0    0    0   40  362    0 1227 2401 3300  290  103   86  163  200    7   18    0   50  290  550    0    2 
   0  494    0    0    0    0   38   54   40  362    0 1160 2411 3300  290  106   88  171  200    7   18    0   50  290  550    0    2 
   0  509    0    0    0    0   26   42    2  362   32 1094 2421 3300  290  109   89  179  200    7   18   22   50  290  550    0    2 
   3  567    0    0    0    0   17   28    2  362   41 1135 2452 3300  290  113   91  188  200    7   18   14   50  290  550    0    2 
   6  624    0    0    0    0    8   14    2  362   50 1176 2482 3300  290  116   93  196  200    7   18    6   50  290  550    0    2 
   9  682    0    0    0    0    0    0    2  362   64 1253 2513 3300  290  116   94  204  200    7   18    0   50  290  550    0    2 
  12  672    0    0    0    0    0    0    2  362   64 1330 2533 3300  290  115   96  213  200    7   18    0   50  290  550    0    2 
  15  662    0    0    0    0    0    0    2  362   64 1356 2553 3300  290  115   98  221  200    7   18    0   50  290  550    0    2 
  18  652    0    0    0    0    0    0    2  362   64 1382 2573 3300  290  114  100  230  200    7   18    0   52  290  550    0    2 
  21  642    0    0    0    0    0    0    2  362   64 1407 2593 3300  290  110  100  230  200    7   18    0   54  290  550    0    2 
  25  632    0    0    0    0    0    0    2  362   64 1433 2583 3300  290  106  100  230  200    7   18    0   56  290  550    0    2 
  28  622    0    0    0    0    0    0    2  362   64 1459 2581 3300  290  102  100  230  200    7   18    0   58  290  550    0    2 
  31  612    0    0    0    0    0    0    2  362   64 1485 2580 3300  290   99  100  230  200    7   18    0   60  290  550    0    2 
  34  602    0    0    0    0    0    0    2  362   64 1520 2579 3300  290  105  100  230  200    7   18    0   62  290  550    0    2 
  37  592    0    0    0    0    0    0    2  362   64 1473 2577 3300  290  112  100  230  200    7   18    0   64  290  550    0    2 
  40  576    0    0    0    0    0    0    2  362   64 1425 2576 3300  290  119  106  235  200    7   18    0   66  290  550    0    2 
  43  560    0    0    0    0    0    0    2  362   64 1377 2574 3300  290  126  113  241  200    7   18    0   68  290  550    0    2 
  46  544    0    0    0    0   11    0    2  362   64 1330 2573 3300  290  132  119  247  200    7   18    0   70  290  550    0    2 
  50  528    0    0    0    0   23    0    3  362   61 1282 2572 3300  290  139  126  253  200    7   18    0   70  290  550    0    2 
  53  512    0    0    0    0   35    0    3  362   59 1235 2570 3300  290  146  133  258  200    7   18    0   70  290  550    0    2 
  52  477    0    0    0    0   47    0    4  345    0 1224 2549 3300  290  131  139  264  200   41   18    0   68  290  550    0    2 
  45  444    0    0    0    0   49    0    4  332    0 1270 2548 3300  290  154  153  276  200   41   18    0   66  290  550    0    2 
  37  411    0    0    0    0   51    0    5  323    0 1316 2546 3300  290  177  166  288  200   41   18    0   64  290  550    0    2 
  30  379    0    0    0    0   53    0    6  314    0 1362 2545 3300  290  200  180  300  200   41   18    0   62  290  550    0    2 
  22  379    0    0    0    0   55    0    7  307    0 1408 2543 3300  290  200  180  300  200   41   18    0   60  290  550    0    2 
  15  379    0    0    0    0   57    0    7  301    0 1454 2542 3300  290  200  180  300  200   41   18    0   58  290  550    0    2 
   7  379    0    0    0    0   57    0    7  296    0 1454 2542 3300  290  200  180  300  200   41   18    0   56  290  550    0    2 
   0  379    0    0    0    0   57    0    7  291    0 1454 2542 3300  290  200  180  300  200   41   18    0   54  290  550    0    2 
   0  379    0    0    0    0   57    0    7  287    0 1454 2542 3300  290  200  180  300  200   41   18    0   52  290  550    0    2 
   0  379    0    0    0    0   57    0    7  283    0 1454 2542 3300  290  200  180  300  200   41   18    0   50  290  550    0    2 
   6  379    0    0    0    0   57    0    7  280    0 1454 2542 3300  290  200  180  300  200   41   18    0   48  290  550    0    2 
  12  379    0    0    0    0   57    0    7  277    0 1454 2542 3300  290  200  180  300  200   41   18    0   46  290  550    0    2 
  18  379    0    0    0    0   57    0    7  274    0 1454 2542 3300  290  200  180  300  200   41   18    0   44  290  550    0    2 
  24  379    0    0    0    0   57    0    7  271    0 1454 2542 3300  290  200  180  300  200   41   18    0   42  290  550    0    2 
  30  379    0    0    0    0   57    0    7  269    0 1449 2543 3300  290  200  180  300  200   41   18    0   40  290  550    0    2 
  36  379    0    0    0    0   57    0    6  267    0 1445 2545 3300  290  200  180  300  200   41   18    0   38  290  550    0    2 
  42  394    0    0    0    0   52    0    5  265    0 1440 2546 3300  290  176  167  286  200   41   18    0   36  290  550    0    2 
  49  410    0    0    0    0   48    0    4  263    0 1436 2548 3300  290  153  154  273  200   41   18    0   34  290  550    0    2 
   0  425    0    0    0    0   43    0    4  261   30 1431 2549 3300  290  132  141  259  200   41   18   22   36  290  550    0    2 
   0  450    0    0    0    0   35    0    3  269   40 1468 2544 3300  290  123  135  253  200    4   33   14   38  290  550    0    2 
   0  476    0    0    0    0   26    0    3  275   49 1506 2540 3300  290  114  129  246  200    4   33    6   40  290  550    0    2 
   0  502    0    0    0    0   17    0    2  280   65 1537 2536 3300  290  105  123  239  200    4   33    0   42  290  550    0    2 
   0  529    0    0    0    0    8    0    2  284   65 1569 2532 3300  290   96  117  233  200    4   33    0   44  290  550    0    2 
   0  555    0    0    0    0    0    0    2  287   65 1601 2528 3300  290   87  111  226  200    4   33    0   46  290  550    0    2 
   0  582    0    0    0    0    0    0    2  290   65 1632 2525 3300  290   78  105  220  200    4   33    0   48  290  550    0    2 
   0  583    0    0    0    0    0    0    2  293   65 1664 2521 3300  290   69  105  220  200    4   33    0   50  290  550    0    2 
   0  585    0    0    0    0    0    0    2  297   65 1658 2517 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  586    0    0    0    0    0    0    2  301   65 1652 2513 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  588    0    0    0    0    0    0    2  305   65 1647 2510 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  589    0    0    0    0    0    0    2  311   65 1641 2510 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  590    0    0    0    0    0    0    2  317   65 1635 2511 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  592    0    0    0    0    0    0    2  324   65 1629 2512 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  593    0    0    0    0    0    0    2  331   65 1624 2513 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  594    0    0    0    0    0    0    2  340   65 1618 2513 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  596    0    0    0    0    0    0    2  349   65 1612 2514 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  597    0    0    0    0    0    0    2  358   65 1606 2515 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  599    0    0    0    0    0    0    2  366   65 1601 2516 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  600    0    0    0    0    0    0    2  375   65 1595 2516 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  601    0    0    0    0    0    0    2  384   65 1589 2517 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  603    0    0    0    0    0    0    2  393   65 1583 2518 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  604    0    0    0    0    0    0    2  402   65 1624 2519 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  605    0    0    0    0    0    0    2  410   65 1665 2519 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  607    0    0    0    0    0    0    2  417   65 1705 2520 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  608    0    0    0    0    0    0    2  425   65 1745 2521 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  610    0    0    0    0    0    0    2  432   65 1785 2522 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  574    0    0    0    0    0    0    2  439   65 1825 2522 3300  290   60  105  220  200    4   33    0   50  290  550    0    2 
   0  538    0    0    0    0    0    0    2  445   65 1865 2523 3300  290   62  106  216  200    4   33    0   50  290  550    0    2 
   0  503    0    0    0    0    0    0    2  453   65 1905 2524 3300  290   64  107  213  200   50   12    0   50  290  550    0    2 
   0  467    0    0    0    0    0    0    2  458   65 1945 2525 3300  290   67  108  209  200   50   12    0   50  290  550    0    2 
   0  431    0    0    0    0    0    0    2  464   65 1986 2649 3300  290   69  109  206  200   50   12    0   50  290  550    0    2 
   0  396    0    0    0    0    0    0    2  471   65 2026 2773 3300  290   71  110  203  200   50   12    0   50  290  550    0    2 
   0  364    0    0    0    0    0    0   40  476    0 2061 2899 3300  290   75  111  199  200   50   12    0   50  290  550    0    2 
   0  360    0    0    0    0    0    0   40  481    0 2061 2899 3300  290   77  113  196  200   50   12    0   50  290  550    0    2 
   0  356    0    0    0    0    0    0   40  486    0 2060 2900 3300  290   80  114  193  200   50   12    0   50  290  550    0    2 
   0  352    0    0    0    0    0    0   40  490    0 2060 2900 3300  290   82  115  189  200   50   12    0   50  290  550    0    2 
   0  348    0    0    0    0    0    0   40  494    0 2060 2900 3300  290   85  117  186  200   50   12    0   50  290  550    0    2 
   0  344    0    0    0    0    0    0   40  498    0 2060 2900 3300  290   87  118  183  200   50   12    0   50  290  550    0    2 
   0  340    0    0    0    0    0    0   40  501    0 2060 2901 3300  290   90  120  180  200   50   12    0   50  290  550    0    2 
   0  336    0    0    0    0    0    0   40  505    0 2059 2901 3300  290   87  118  181  200   50   12    0   50  290  550    0    2 
   0  333    0    0    0    0    0    0   40  506    0 2059 2901 3300  290   85  116  183  200   18    6    0   50  290  550    0    2 
   0  329    0   34    0   26    0    0   40  506    0 2059 2901 3300  290   82  114  184  200   18    6   10   50  290  550    0    2 
   0  325    0   20    0   12    0    0   40  507    0 2059 2902 3300  290   80  113  186  200   18    6   20   50  290  550    0    2 
   0  321    0   28    0   20    0    0   40  506    0 2058 2902 3300  290   77  111  188  200   18    6   30   50  290  550    0    2 
   0  319    0   20    0   12    0    0    3  505   24 2059 2903 3300  290   74  109  189  200   18    6   22   50  290  550    0    2 
   9  339    0   13    0    8    0    0    6  505   21 1997 2775 3300  290   80  108  191  200   18    6   24   48  290  550    0    2 
  18  359    0    6    0    4    0    0    9  503   19 1935 2647 3300  290   87  106  193  200   18    6   26   46  290  550    0    2 
  28  383    0    0    0    0    0    0   12  503   16 1871 2520 3300  290   93  104  194  200   18    6   28   44  290  550    0    2 
  37  407    0    0    0    0    0    0   15  503   13 1808 2520 3300  290  100  103  196  200   18    6   30   42  290  550    0    2 
  46  431    0    0    0    0    0    0   18  502    9 1744 2520 3300  290  106  101  198  200   18    6   32   40  290  550    0    2 
   9  460    0    0    0    0    0    0   18  497  -10 1680 2520 3300  290   60  100  200  200    0   72    2   42  290  550    0    2 
   9  470    0    0    0    0    0    0   13  492  -12 1670 2525 3300  290   60  100  200  200    0   72    4   44  290  550    0    2 
   8  470    0    0    0    0    0    0    9  486  -14 1670 2525 3300  290   60  100  200  200    0   72    6   46  290  550    0    2 
   7  470    0    0    0    0    0    0    4  480  -16 1670 2525 3300  290   60  100  200  200    0   72    8   48  290  550    0    2 
   6  470    0    0    0    0    0    0    0  473  -18 1670 2525 3300  290   60  100  200  200    0   72   10   50  290  550    0    2 
   6  470    0    0    0    0    0    0    0  467  -20 1670 2525 3300  290   60  100  200  200    0   72   12   50  290  550    0    2 
   5  470    0    0    0    0    0    0    0  461  -22 1670 2525 3300  290   60  100  200  200    0   72   14   50  290  550    0    2 
   4  470    0    0    0    0    0    0    0  457  -24 1670 2525 3300  290   60  100  200  200    0   72   16   50  290  550    0    2 
   3  470    0    0    0    0    0    0    0  452  -26 1670 2525 3300  290   60  100  200  200    0   72   18   50  290  550    0    2 
   3  470    0    0    0    0    0    0    0  447  -28 1670 2525 3300  290   60  100  200  200    0   72   20   50  290  550    0    2 
   2  470    0    0    0    0    0    0    0  443  -30 1670 2525 3300  290   60  100  200  200    0   72   22   50  290  550    0    2 
   1  470    0    0    0    0    0    0    0  439  -32 1670 2525 3300  290   60  100  200  200    0   72   24   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  436  -34 1670 2525 3300  290   60  100  200  200    0   72   26   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  432  -36 1670 2525 3300  290   60  100  200  200    0   72   28   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  429  -38 1670 2525 3300  290   60  100  200  200    0   72   30   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  426  -40 1670 2525 3300  290   60  100  200  200    0   72   32   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  425  -42 1670 2525 3300  290   60  100  200  200    0   72   34   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  422  -44 1670 2525 3300  290   60  100  200  200    0   72   36   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  421  -46 1670 2525 3300  290   60  100  200  200    0   72   38   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  419  -48 1670 2525 3300  290   60  100  200  200    0   72   40   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  417  -50 1670 2525 3300  290   60  100  200  200    0   72   42   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  416  -52 1670 2525 3300  290   60  100  200  200    0   72   44   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  414  -54 1670 2525 3300  290   60  100  200  200    0   72   46   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  413  -56 1670 2525 3300  290   60  100  200  200    0   72   48   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  412  -58 1670 2525 3300  290   60  100  200  200    0   72   50   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  411  -60 1670 2525 3300  290   60  100  200  200    0   72   52   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  410  -62 1670 2525 3300  290   60  100  200  200    0   72   54   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  410  -64 1670 2525 3300  290   60  100  200  200    0   72   56   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  409  -66 1670 2525 3300  290   60  100  200  200    0   72   58   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  408  -68 1670 2525 3300  290   60  100  200  200    0   72   60   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  408  -70 1670 2525 3300  290   60  100  200  200    0   72   62   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  407  -72 1670 2525 3300  290   60  100  200  200    0   72   64   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  407  -74 1670 2525 3300  290   60  100  200  200    0   72   66   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  406  -76 1670 2525 3300  290   60  100  200  200    0   72   68   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  406  -78 1670 2525 3300  290   60  100  200  200    0   72   70   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  406  -80 1670 2525 3300  290   60  100  200  200    0   72   72   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  405  -82 1670 2525 3300  290   60  100  200  200    0   72   74   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  405  -84 1670 2525 3300  290   60  100  200  200    0   72   76   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  405  -86 1670 2525 3300  290   60  100  200  200    0   72   78   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  405  -88 1670 2525 3300  290   60  100  200  200    0   72   80   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   60  100  200  200    0   72   82   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   60  100  200  200    0   72   84   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -94 1670 2525 3300  290   60  100  200  200    0   72   86   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -96 1670 2525 3300  290   60  100  200  200    0   72   88   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -98 1670 2525 3300  290   60  100  200  200    0   72   90   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   60  100  200  200    0   72   82   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   60  100  200  200    0   72   84   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -94 1670 2525 3300  290   60  100  200  200    0   72   86   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -96 1670 2525 3300  290   60  100  200  200    0   72   88   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -98 1670 2525 3300  290   60  100  200  200    0   72   90   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   60  100  200  200    0   72   82   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   60  100  200  200    0   72   84   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -94 1670 2525 3300  290   60  100  200  200    0   72   86   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -96 1670 2525 3300  290   60  100  200  200    0   72   88   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -98 1670 2525 3300  290   60  100  200  200    0   72   90   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   60  100  200  200    0   72   82   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   60  100  200  200    0   72   84   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -94 1670 2525 3300  290   60  100  200  200    0   72   86   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -96 1670 2525 3300  290   60  100  200  200    0   72   88   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -98 1670 2525 3300  290   60  100  200  200    0   72   90   50  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   60  100  200  200    0   72   82   48  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   60  100  200  200    0   72   84   46  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -94 1670 2525 3300  290   60  100  200  200    0   72   86   44  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -96 1670 2525 3300  290   60  100  200  200    0   72   88   42  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -98 1670 2525 3300  290   60  100  200  200    0   72   90   40  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   60  100  200  200    0   72   82   38  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   60  100  200  200    0   72   84   36  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -94 1670 2525 3300  290   60  100  200  200    0   72   86   34  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -96 1670 2525 3300  290   60  100  200  200    0   72   88   32  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -98 1670 2525 3300  290   60  100  200  200    0   72   90   30  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -90 1670 2525 3300  290   58  108  200  200    0   72   82   28  290  550    0    2 
   0  470    0    0    0    0    0    0    0  404  -92 1670 2525 3300  290   56  116  200  200    0   72   84   26  290  550    0    2 
   0  430    0    0    0    0    0    0    0  338    0 1126 2331 3300  290  130  280  360  200    0    1    0   50  290  550    0    2 
  34  452    0    0    0    0    0    0   25  336   11 1162 2349 3300  400  130  280  360  200    0    1   22   50  290  990    0    2 
  31  452    0    0    0    0    0    0   23  338   22 1160 2350 3300  400  130  280  360  200   31    9   14   50  290  990    0    2 
  27  452    0    0    0    0    0    0   20  338   32 1147 2363 3300  400  130  280  360  200   31    9    6   50  290  990    0    2 
  23  452    0    0    0    0    0    0   18  339   49 1134 2376 3300  400  130  280  360  200   31    9    0   50  290  990    0    2 
  19  452    0    0    0    0    0    0   15  340   52 1121 2389 3300  400  130  280  360  200   31    9    0   50  290  990    0    2 
  15  452    0    0    0    0    0    0   13  341   54 1108 2402 3300  400  130  280  360  200    7   18    0   50  290  990    0    2 
  11  452    0    0    0    0    0    0   11  341   57 1095 2415 3300  400  130  280  360  200    7   18    0   50  290  990    0    2 
   7  452    0    0    0    0    0    0    8  341   60 1082 2428 3300  400  130  280  360  200    7   18    0   50  290  990    0    2 
